customer_id,revenue,number_of_orders,recency_days,purchase,zip_code
2224,258,5,235,0,21131
2225,1481.5,23,261,0,21074
2226,218.5,5,338,0,20171
2227,408.5,9,79,1,19135
2228,84,3,295,1,8012
2229,773.9,15,9,0,20895
2230,121.5,5,4,1,23185
2231,172,3,634,0,20176
2232,99,1,641,0,22039
2233,449.5,8,257,1,21771
2234,155,3,267,0,8046
2235,71,3,634,0,20815
2236,118,2,321,0,21144
2237,706.5,17,5,1,22027
2238,59,2,278,0,20906
2239,9.95,1,405,0,8701
2240,39.5,1,749,0,22601
2241,317,5,195,0,20016
2242,99.5,3,25,0,20186
2243,131,2,733,0,22182
2244,45,3,9,0,8009
2245,39,1,486,0,8757
2246,1893.2,43,108,1,22182
2247,211.95,6,11,0,22026
2248,119,1,686,0,21054
2249,209,4,699,0,20817
2250,176.25,7,16,1,20854
2251,514,12,25,0,20910
2252,39.5,2,12,0,21074
2253,190.45,7,42,0,20817
2254,63.9,3,200,0,22206
2255,625,6,271,0,20904
2256,29,1,294,0,8619
2257,221.5,5,271,0,22310
2258,39.5,2,20,0,8755
2259,49.5,1,254,0,8505
2260,59,1,67,0,8002
2261,65,1,305,0,22015
2262,1998.35,38,18,0,21210
2263,0,1,237,0,20878
2264,1018.35,24,258,1,22304
2265,39.5,2,374,0,21117
2266,96,2,130,0,8088
2267,56,2,280,0,20187
2268,29,1,882,0,8008
2269,441.45,11,436,0,21044
2270,98.7,3,797,1,19083
2271,150.9,5,3,1,20186
2272,124.95,5,30,0,8731
2273,157.5,4,262,0,8054
2274,184.5,6,270,0,21146
2275,254,5,262,0,21209
2276,50,2,15,0,8081
2277,492.7,13,10,1,23233
2278,142,4,270,0,22310
2279,164,4,636,0,22003
2280,259.5,7,304,0,8731
2281,316,3,198,0,8648
2282,725.75,20,63,0,20815
2283,68,2,273,0,22308
2284,42,1,824,0,21157
2285,38,2,2,1,20852
2286,918.45,19,365,1,19096
2287,105.5,3,643,0,20901
2288,69.95,1,246,0,8043
2289,46,4,42,0,21122
2290,274,2,188,0,21042
2291,144,4,643,0,20124
2292,49.9,2,792,0,22203
2293,292.95,11,109,0,21054
2294,226.5,13,11,1,22407
2295,44,1,269,0,21157
2296,43,2,883,0,21210
2297,244,2,645,0,22901
2298,123.95,2,257,0,8088
2299,1909.3,40,84,0,19027
2300,99,2,236,0,19002
2301,99,1,404,0,8534
2302,203.5,6,275,0,20120
2303,98.5,2,920,0,19446
2304,12.95,1,65,0,8057
2305,780,21,19,1,20110
2306,64,1,971,0,8723
2307,32,1,248,1,8244
2308,59.45,2,782,1,20016
2309,0,1,406,0,21234
2310,199.9,5,246,0,8402
2311,4259.1,110,9,1,8055
2312,92.5,3,742,0,21157
2313,30,1,378,0,20152
2314,110.5,3,275,0,22066
2315,620,17,108,0,20853
2316,22.95,1,946,0,8087
2317,447.9,13,158,0,19087
2318,667.3,25,83,1,19067
2319,166.7,3,375,0,20155
2320,44.5,2,31,0,20855
2321,39.5,2,19,0,22102
2322,95.5,3,35,1,21797
2323,318.9,4,64,0,8043
2324,69.5,2,207,0,20853
2325,179,4,310,1,21093
2326,131.5,5,252,0,20007
2327,23.5,1,180,1,22407
2328,99.9,1,24,0,22204
2329,276,7,145,0,21204
2330,391,6,98,0,22204
2331,53,2,269,0,20833
2332,682.5,9,117,0,8043
2333,181,4,48,0,22601
2334,264.95,8,54,0,21286
2335,723.45,16,346,0,20007
2336,973.4,40,1,1,20815
2337,490,5,348,0,20878
2338,802.75,16,75,0,8060
2339,209.45,8,245,0,8108
2340,124,3,348,0,21030
2341,53.4,3,195,0,21218
2342,520,7,357,0,19002
2343,816.5,3,499,0,19083
2344,187,4,256,0,20015
2345,104.85,3,448,0,20878
2346,45,1,265,0,21015
2347,132,3,220,0,19002
2348,353,5,693,1,24060
2349,1072.89,12,89,1,22205
2350,534.5,12,99,0,8071
2351,1002.2,19,159,1,20878
2352,1161.85,24,106,0,19119
2353,188.5,2,637,0,20878
2354,74,2,632,0,21403
2355,79,2,40,0,21012
2356,64,2,260,0,8406
2357,186.2,16,51,0,21212
2358,1140.95,22,87,1,21014
2359,58.95,2,23,0,21701
2360,34.45,4,108,1,20855
2361,39.5,1,655,0,22315
2362,63,2,854,1,8077
2363,453,7,337,0,21133
2364,73,2,263,0,21030
2365,959.8,31,265,1,22033
2366,1423.25,32,440,0,8090
2367,111,3,266,0,21090
2368,489.95,11,136,1,22315
2369,44.9,2,416,0,8037
2370,290.5,5,339,1,21048
2371,54.95,2,535,0,8037
2372,25,2,744,0,8721
2373,529.45,12,101,0,7728
2374,71,2,271,0,19038
2375,230.5,6,632,0,20151
2376,422.4,10,174,1,20814
2377,63.95,2,441,0,20872
2378,446,10,35,0,22202
2379,59,1,285,0,8050
2380,218.5,6,33,1,22207
2381,270,1,959,0,20910
2382,935.5,21,96,0,21208
2383,152,3,97,0,8054
2384,19.95,1,756,0,19135
2385,36,1,946,0,22903
2386,226,7,801,0,7728
2387,640.5,10,234,0,20782
2388,39.5,1,768,0,22030
2389,69,2,906,0,21046
2390,313.5,8,29,1,22193
2391,389.45,10,21,0,22192
2392,418,8,56,1,21015
2393,73,2,89,0,22044
2394,1862.4,41,100,0,21042
2395,519.75,15,254,0,20904
2396,47,2,326,0,22901
2397,425.85,9,40,0,21401
2398,277.5,5,257,0,20187
2399,1066,23,243,0,8361
2400,580.85,17,76,0,22181
2401,41.5,1,433,0,21702
2402,82.5,3,490,0,22193
2403,97,2,124,0,21048
2404,2769.4,7,78,0,22911
2405,93,2,829,0,20110
2406,74,2,13,0,21401
2407,1162,25,35,1,21218
2408,1997.85,51,26,1,22032
2409,347.95,5,228,1,21014
2410,73,2,246,0,8043
2411,29,1,82,0,20852
2412,279.5,9,138,1,8054
2413,4122.55,120,7,1,21146
2414,134.95,4,37,0,22209
2415,88,2,645,0,22314
2416,43.85,3,220,0,20175
2417,1434.4,42,92,0,22003
2418,330,12,523,0,8540
2419,182,3,310,0,20744
2420,623,11,253,0,8753
2421,59,1,963,0,20132
2422,556,13,95,0,20815
2423,1449.75,23,30,1,19020
2424,123,3,263,0,20187
2425,127,4,12,1,22151
2426,256.9,8,43,0,20110
2427,290,5,176,1,20817
2428,149,3,271,0,20854
2429,445.5,9,26,0,22307
2430,797.65,23,123,1,23229
2431,270,7,17,0,23229
2432,148,4,99,0,22041
2433,138,4,112,0,22030
2434,29.5,1,720,0,22901
2435,165,2,674,1,21227
2436,1772.1,27,15,0,19010
2437,69,1,286,0,8071
2438,114,3,640,0,21702
2439,79.95,1,641,0,20879
2440,969,23,139,0,22153
2441,159.95,5,310,0,20171
2442,159,1,533,0,21403
2443,164.95,5,454,0,8075
2444,120,3,578,0,8360
2445,75.95,3,432,0,21122
2446,224,4,638,0,21048
2447,98,2,154,0,8724
2448,743.35,27,94,0,21075
2449,836.95,16,149,1,21146
2450,778.5,21,236,0,21108
2451,36.75,2,646,0,22201
2452,434,3,94,1,22066
2453,31,1,755,0,22315
2454,39.5,2,396,0,8360
2455,18.95,2,85,0,21403
2456,490.5,6,265,0,8244
2457,275,1,691,0,8873
2458,96.85,3,238,0,20817
2459,419,7,493,1,19038
2460,324.5,5,361,0,8234
2461,39,2,259,0,8054
2462,34,1,142,1,20832
2463,527.95,3,600,0,19038
2464,26,1,583,0,21236
2465,39.5,2,12,0,21771
2466,85,2,825,0,8060
2467,39.95,1,136,0,21244
2468,151.5,6,394,0,21015
2469,73.95,3,74,0,22192
2470,259,4,147,0,19020
2471,698,27,169,1,21227
2472,99,1,282,0,21108
2473,962.3,26,74,0,8527
2474,0,1,308,0,8060
2475,880,16,14,0,19002
2476,38,1,212,0,22191
2477,869,8,406,0,22903
2478,289.8,7,231,0,22304
2479,126.75,4,15,1,8037
2480,49,1,419,0,20816
2481,112,5,635,0,22301
2482,218,5,270,0,20850
2483,141,4,905,0,8053
2484,566.95,8,499,0,22043
2485,683,7,38,0,8540
2486,1306.5,36,61,0,20814
2487,631.9,11,84,0,20016
2488,29,1,186,0,8520
2489,463.6,18,47,0,20782
2490,290.5,8,263,0,8075
2491,113,2,325,0,22315
2492,97.95,5,414,1,21042
2493,82,2,327,1,18966
2494,1387.9,29,185,1,20118
2495,39.5,2,364,0,19111
2496,1612.5,32,123,1,20878
2497,190.5,6,510,0,8071
2498,79,1,22,0,19038
2499,34.5,1,278,0,8724
2500,284.95,10,58,1,22302
2501,4380.2,89,93,1,20003
2502,100,1,820,0,21046
2503,106,4,268,0,20906
2504,98,2,660,0,22015
2505,138,2,71,0,21114
2506,27.9,2,555,0,20151
2507,64.5,2,259,0,22066
2508,1892,41,79,0,22102
2509,49.5,3,38,0,20707
2510,39,1,21,0,20832
2511,29,1,404,0,7728
2512,718.1,17,73,0,21784
2513,30,1,944,0,19446
2514,758.5,18,21,1,20170
2515,368,6,649,0,21228
2516,212,4,236,0,22205
2517,59.5,2,226,0,22305
2518,132,3,441,0,23185
2519,191,5,267,0,8034
2520,729.9,13,548,0,22124
2521,2371.85,61,62,0,23185
2522,308.5,6,233,0,23113
2523,105,4,271,0,22102
2524,605.7,8,216,1,22150
2525,1047.45,18,30,1,23113
2526,18,1,3,0,21158
2527,450.75,9,448,0,21403
2528,184.45,3,118,0,20854
2529,541.85,10,74,1,8055
2530,1207.9,37,78,0,22207
2531,159.7,3,66,0,8033
2532,31,2,370,0,21228
2533,128.5,5,37,0,19047
2534,69,1,935,1,20181
2535,158.85,5,633,0,22192
2536,0,2,395,0,8088
2537,230.85,10,1,0,22180
2538,1427.5,16,65,1,22207
2539,507.5,14,18,1,8002
2540,1138.05,35,142,1,22039
2541,712.95,23,326,1,22601
2542,124.4,6,393,0,21075
2543,862.95,27,11,1,21204
2544,59,1,271,1,8648
2545,351.8,6,267,1,20878
2546,107,4,1,0,21144
2547,514.95,9,613,0,24060
2548,2205.95,13,280,0,19096
2549,338.95,8,345,0,20882
2550,89,1,125,0,8088
2551,396.75,12,65,0,21401
2552,85.5,5,385,0,8540
2553,489,6,229,0,8540
2554,108.95,3,736,0,21030
2555,141.5,4,628,0,8332
2556,234.7,8,439,0,21228
2557,219.95,5,597,0,23229
2558,790.55,16,175,0,22033
2559,772,18,255,1,21036
2560,34.5,1,177,0,8755
2561,129,1,659,0,19116
2562,252,7,193,0,21036
2563,292.65,13,3,0,21133
2564,506.5,15,232,0,8008
2565,247.5,4,646,0,20009
2566,357.8,12,9,0,22201
2567,147,3,575,0,19006
2568,1528.95,26,264,0,21403
2569,3215.1,84,27,0,19067
2570,230,4,281,0,18901
2571,108.5,2,183,0,20186
2572,216.95,7,215,0,21030
2573,133.85,4,70,0,20816
2574,654.1,24,121,1,22042
2575,26.5,1,303,0,20170
2576,391.45,9,28,0,22152
2577,262.7,10,725,0,8086
2578,74,2,654,0,21015
2579,188,2,652,0,20171
2580,55,2,628,0,7728
2581,143,5,192,0,20814
2582,301,8,382,1,8550
2583,77.5,3,3,0,22152
2584,665.95,14,11,0,8109
2585,1427.65,36,35,1,20008
2586,38,2,38,0,20877
2587,101.5,3,271,0,7728
2588,94.95,2,670,0,21048
2589,311.9,9,145,0,22181
2590,99,1,648,0,20171
2591,60,1,12,0,23229
2592,149.95,4,301,0,22602
2593,2093.75,53,76,0,20015
2594,142.9,5,755,0,21014
2595,39,1,267,0,20878
2596,3469.75,75,167,1,8520
2597,613,13,365,0,21093
2598,99,1,765,0,20170
2599,118,4,7,0,8648
2600,137.9,4,285,1,20002
2601,274,4,285,0,20016
2602,140,1,611,0,20850
2603,44,1,621,0,19067
2604,69,1,260,0,21015
2605,29.5,1,263,0,21061
2606,114.5,2,270,0,21286
2607,426,9,167,0,8816
2608,305.45,9,102,1,20906
2609,189,5,68,0,20147
2610,6334.95,185,7,1,20176
2611,29.5,1,570,0,8755
2612,39,1,613,0,19087
2613,536.8,11,149,0,21030
2614,1322.4,17,269,0,21035
2615,713,22,74,0,22182
2616,102.5,4,266,0,22192
2617,849.9,19,166,1,20175
2618,537.2,14,440,0,20815
2619,341,8,61,1,20115
2620,439,9,51,0,21210
2621,207,6,644,0,20853
2622,349.35,9,102,0,8210
2623,1314.55,32,7,1,8088
2624,85,3,245,0,21146
2625,74,1,664,0,19047
2626,287.5,6,269,0,20874
2627,853.15,30,109,1,18940
2628,287,4,634,0,21014
2629,411,5,5,0,20850
2630,154,3,140,0,8087
2631,135.95,2,370,0,8088
2632,108,3,271,0,8723
2633,228,3,275,0,21093
2634,801.75,13,82,0,19083
2635,53,3,208,0,18940
2636,1044.8,19,58,0,20878
2637,39,1,77,0,19136
2638,625,13,32,1,21204
2639,28.9,2,544,0,20782
2640,802.75,20,76,1,21701
2641,151.7,8,67,0,22153
2642,561.55,13,462,0,19096
2643,148,3,280,0,20715
2644,94.45,3,266,0,22901
2645,29.5,1,268,0,20171
2646,32,1,211,0,8724
2647,273.9,6,84,0,21401
2648,206.9,5,201,0,8723
2649,424.8,12,161,0,21228
2650,564,11,265,1,8816
2651,136,4,330,1,21036
2652,224,7,500,0,21228
2653,1864.75,24,72,1,20165
2654,138,2,368,0,20895
2655,306.45,11,275,0,21163
2656,44.9,2,972,0,20912
2657,171.5,4,271,0,20181
2658,912.25,21,165,1,21074
2659,24,1,265,0,8816
2660,289,6,259,0,21286
2661,71,1,775,0,18966
2662,376.5,12,147,0,23113
2663,253,5,270,0,22911
2664,37,1,613,0,20833
2665,1304,13,91,0,21042
2666,1071.5,29,72,0,21015
2667,465,5,219,1,20815
2668,59,1,253,0,21701
2669,1320.1,33,141,1,23185
2670,39.5,1,636,0,22151
2671,102.5,4,371,0,22901
2672,79,2,260,0,22044
2673,188,2,267,0,21212
2674,30,1,586,0,22043
2675,784.65,16,1,0,22206
2676,202,6,263,0,21093
2677,1004.75,12,333,0,20164
2678,539.4,20,33,0,8057
2679,1760.65,39,4,0,19128
2680,799.4,19,15,0,20112
2681,507,13,82,1,21234
2682,1036.08,25,254,0,20152
2683,118,2,258,0,20176
2684,0,2,286,0,22003
2685,35.9,2,774,0,8009
2686,145,3,633,0,20755
2687,714,15,72,0,20151
2688,0,1,253,0,21114
2689,144,2,528,0,20740
2690,65.5,2,559,0,8215
2691,26.5,1,623,0,20878
2692,49.49,3,32,0,21228
2693,1052.5,22,215,0,21136
2694,167,6,348,0,22181
2695,276.95,7,385,0,8540
2696,49.5,1,968,0,8204
2697,149,1,174,0,20120
2698,59.9,2,680,0,22630
2699,79,1,373,0,21234
2700,59,1,636,0,20882
2701,55.95,2,611,0,21401
2702,178,4,651,0,20904
2703,188.5,2,268,0,22003
2704,824.6,23,125,1,22044
2705,79,1,183,0,21044
2706,164,2,175,0,22302
2707,424.5,9,603,0,8332
2708,24.95,1,527,0,20817
2709,272,5,269,0,22192
2710,232.75,10,563,0,21403
2711,98,3,735,1,8033
2712,44,1,586,1,21030
2713,126.5,4,287,0,8873
2714,56,1,8,0,8098
2715,236.9,9,62,0,8540
2716,674.85,11,33,0,22204
2717,109.5,3,754,0,21014
2718,335,3,574,0,22066
2719,30,1,163,0,8075
2720,1151.35,25,20,1,20007
2721,10,1,278,0,21042
2722,266,7,317,1,20895
2723,233,7,290,0,19020
2724,37,1,622,0,20814
2725,34,2,268,0,21157
2726,165.85,4,258,0,21212
2727,1021.8,35,29,0,8028
2728,138,3,10,0,19119
2729,486.5,5,260,0,22206
2730,2095.9,51,72,1,22302
2731,59,1,635,1,22601
2732,1055.5,26,47,1,21136
2733,135,3,412,0,21131
2734,302.95,9,645,1,8724
2735,29.96,2,765,0,18901
2736,1177.2,20,146,1,22207
2737,316,9,45,0,22033
2738,105,3,267,0,20151
2739,591,12,133,1,8060
2740,46,2,327,0,20155
2741,63.95,2,642,0,22124
2742,318,5,11,1,20882
2743,346.5,6,138,0,18901
2744,121,3,576,0,22102
2745,58,1,241,0,22308
2746,213,7,260,0,21146
2747,59,1,230,0,22911
2748,2557.9,107,28,1,22030
2749,513.5,13,104,0,20141
2750,53.95,2,564,0,20147
2751,203,4,498,0,20036
2752,25,1,920,0,19083
2753,175.9,5,424,0,22204
2754,77.95,3,940,0,8054
2755,274.9,8,422,0,20190
2756,69.5,2,282,0,21208
2757,337,6,300,0,20136
2758,236.45,9,194,0,21030
2759,19.95,1,581,0,20707
2760,129.85,6,961,0,22180
2761,137,5,268,0,19046
2762,22,1,749,1,8068
2763,584,8,316,1,21136
2764,29.5,1,711,0,19046
2765,79,1,746,0,20169
2766,210,6,71,1,8050
2767,129,1,637,0,21230
2768,243.45,7,405,0,21014
2769,22,1,930,0,21108
2770,1095.7,18,19,1,22303
2771,681.85,17,20,0,20854
2772,44,1,665,0,21012
2773,324,9,264,0,20817
2774,28.5,1,40,0,20121
2775,104,2,529,1,20141
2776,0,2,257,0,20176
2777,79,2,550,0,8003
2778,24,1,81,0,20008
2779,206.8,9,55,0,21012
2780,12.5,1,376,0,22003
2781,115,3,299,0,23229
2782,29.5,1,108,1,21042
2783,971.75,14,494,0,8361
2784,425.95,8,57,0,22101
2785,543.5,15,264,0,21048
2786,132,3,199,0,8210
2787,44.5,2,459,0,21093
2788,144.5,4,278,0,20854
2789,901.4,16,123,0,20815
2790,70,2,642,0,21210
2791,576.95,3,29,0,21227
2792,22,1,222,0,22911
2793,661.95,25,13,1,22066
2794,380.5,11,265,1,8075
2795,598,12,334,0,22602
2796,59,1,310,0,20912
2797,143.54,8,68,0,22182
2798,399.5,9,256,1,20170
2799,569.5,11,314,0,21774
2800,1001.7,31,105,0,22153
2801,717.5,11,94,0,20854
2802,30,1,662,0,22039
2803,202.5,6,188,0,22191
2804,653.4,21,101,0,21014
2805,292,4,699,0,20854
2806,39.5,1,708,0,19115
2807,74,2,642,0,22033
2808,79,2,616,0,21701
2809,349.95,9,28,0,20854
2810,25,1,844,0,23113
2811,118,3,33,0,20147
2812,68,2,125,0,20024
2813,39.9,2,130,0,22309
2814,327.95,9,204,1,21042
2815,59.9,2,668,0,20815
2816,69,1,495,0,8226
2817,240.5,5,192,0,21114
2818,469.4,11,367,0,22180
2819,59.9,2,612,0,20904
2820,25.9,1,647,0,21117
2821,282,9,174,0,23113
2822,349.4,14,47,0,8302
2823,124.95,1,378,0,21108
2824,429,1,176,0,20876
2825,29,1,144,0,8022
2826,459.85,13,88,0,19111
2827,114.85,3,153,0,20170
2828,82,1,168,0,21210
2829,265.75,9,100,0,8080
2830,39.5,1,282,0,8554
2831,276.95,9,40,0,22192
2832,161,6,276,0,22204
2833,173,5,262,0,22101
2834,408.5,12,316,0,8033
2835,552.4,13,61,0,21012
2836,2273.25,70,8,1,22308
2837,326.05,15,33,0,22151
2838,518,10,28,1,20120
2839,144.95,3,269,1,21212
2840,1084,14,182,0,20171
2841,64.9,4,400,0,21136
2842,173.5,3,650,0,20120
2843,175,4,259,1,22032
2844,144.95,3,12,0,20124
2845,98.95,2,476,0,21108
2846,311,3,272,0,23185
2847,72.45,4,85,0,8620
2848,787.98,15,332,0,21093
2849,30,1,713,0,8043
2850,41.9,2,870,0,20879
2851,39,1,273,0,19111
2852,824.75,22,49,0,20817
2853,619.95,19,66,0,22003
2854,1067.75,29,173,1,19010
2855,224.5,6,32,0,21108
2856,217,4,263,0,20171
2857,49.5,1,666,0,20715
2858,1419.35,29,103,0,20895
2859,55,2,633,0,21042
2860,1217,45,32,0,18901
2861,0,1,628,0,19446
2862,943,12,12,1,22101
2863,36.5,4,37,0,8009
2864,1002.15,29,117,0,22207
2865,543.45,12,67,1,19096
2866,709.85,10,390,0,19446
2867,174.5,4,259,0,20874
2868,180.9,6,457,0,21015
2869,159.25,6,737,0,21157
2870,1573,36,49,0,21146
2871,430,11,98,1,22026
2872,828.15,27,41,0,21204
2873,140.5,3,21,0,8080
2874,110,4,286,0,19103
2875,730,7,21,1,21144
2876,90.9,3,647,0,22401
2877,251,5,267,0,8031
2878,112,3,262,0,18901
2879,148.5,2,730,0,20878
2880,96.45,4,93,0,19053
2881,3794.45,47,18,1,20874
2882,383.65,13,475,0,21771
2883,1786.35,36,25,1,8724
2884,89,1,684,0,20111
2885,878.5,21,237,0,22201
2886,107,2,883,0,19446
2887,125,4,85,1,20723
2888,1233.05,28,260,1,21014
2889,153.45,3,799,0,21113
2890,114,3,10,0,22305
2891,193,6,54,0,20008
2892,530.5,17,70,0,8062
2893,63.5,2,512,0,21210
2894,144.5,4,366,0,19083
2895,26,1,381,0,22152
2896,938.9,18,94,0,21093
2897,959,18,252,0,20112
2898,658,11,298,0,8056
2899,125,3,622,0,20832
2900,406.5,12,216,1,21037
2901,79.5,3,283,1,21122
2902,99.5,4,271,1,21093
2903,1612.45,26,115,0,8033
2904,632,8,259,0,20882
2905,1904.95,50,19,1,8071
2906,131,5,14,0,20817
2907,77,3,626,0,22601
2908,166,2,533,0,22302
2909,738.8,17,59,1,8007
2910,228,4,103,0,8054
2911,151,2,514,0,21146
2912,843.45,19,7,0,22701
2913,233,7,262,0,21042
2914,1001.5,29,93,0,21146
2915,119,2,227,0,22314
2916,150.75,8,868,0,20181
2917,215.4,5,33,0,19446
2918,585.5,18,17,0,8540
2919,306.8,11,11,0,20164
2920,232.95,3,285,0,22043
2921,208,4,21,0,21117
2922,127.5,5,39,0,22207
2923,219,4,30,0,22601
2924,1380,23,81,1,20110
2925,227.5,2,812,0,20002
2926,34,1,829,0,8620
2927,1348,34,60,0,19087
2928,229,6,228,0,21035
2929,88.5,2,26,0,8534
2930,720.3,14,58,1,22032
2931,17,1,265,0,21218
2932,119,1,735,0,22066
2933,167,3,12,1,21044
2934,138,6,28,0,8330
2935,29,1,37,1,22101
2936,338,7,268,0,20147
2937,59,1,791,0,22901
2938,660.5,17,248,0,21234
2939,25,1,759,0,20902
2940,29.95,1,251,0,22312
2941,24,1,45,0,20008
2942,20,1,34,0,21157
2943,71,3,613,0,20124
2944,137,6,329,0,21014
2945,40,1,233,0,8043
2946,49.5,1,705,0,20155
2947,39,1,630,0,20852
2948,137,5,38,1,20169
2949,923.95,14,261,0,8406
2950,349.4,8,287,0,8620
2951,51,2,312,0,22101
2952,144.95,6,22,0,22314
2953,1038.4,32,31,1,22031
2954,1463.4,27,139,0,22303
2955,22.5,1,755,0,20147
2956,434.35,10,321,0,22101
2957,93.5,3,255,0,22152
2958,877.65,24,68,0,19096
2959,1178.85,24,341,1,8322
2960,2147.6,57,14,1,20912
2961,29,1,113,0,8053
2962,39.5,2,12,0,8527
2963,0,1,195,0,22003
2964,956,32,8,1,20187
2965,206,6,404,0,8096
2966,79,2,633,0,20814
2967,424,12,479,0,20121
2968,65,1,150,0,24060
2969,1230.9,29,97,1,8108
2970,609.15,20,219,1,8003
2971,39.5,1,248,0,23233
2972,110.45,4,136,0,21286
2973,156,3,624,0,21015
2974,172,4,704,0,19111
2975,143,4,558,0,21012
2976,401.05,9,265,0,20015
2977,450.8,10,229,0,22030
2978,1358.95,29,182,1,8648
2979,44,1,639,0,8527
2980,218.5,5,647,0,8050
2981,122.95,3,235,0,20910
2982,99,1,595,0,20016
2983,485,12,145,0,20814
2984,311.2,11,373,0,8036
2985,39,2,726,0,8527
2986,204.5,8,149,0,22202
2987,269.4,14,15,0,22181
2988,378.5,5,603,1,8648
2989,938.5,10,459,1,8360
2990,125.5,4,749,0,8234
2991,39,1,274,0,21401
2992,465,7,261,1,21228
2993,941.6,24,38,1,20877
2994,187.5,8,553,0,8057
2995,252.5,6,270,0,22030
2996,552.95,4,2,1,21701
2997,147.9,5,27,0,21044
2998,29,1,283,0,19020
2999,130.5,2,586,1,8731
3000,25,1,701,0,22032
3001,23,2,5,0,20136
3002,406.7,7,903,0,8043
3003,69,1,286,0,20016
3004,167.2,8,58,0,21014
3005,65,2,259,0,8753
3006,257,6,107,0,22033
3007,1030.9,22,76,0,8816
3008,98.95,4,631,0,20817
3009,22,1,379,0,21158
3010,355,4,115,0,22407
3011,694.45,18,13,0,8075
3012,502.5,13,78,0,20124
3013,333,5,260,0,21224
3014,207.95,3,143,0,22554
3015,317.4,9,254,0,8234
3016,793.45,17,124,0,20124
3017,403,7,271,1,22310
3018,521,12,93,0,8016
3019,386.45,13,411,0,22203
3020,36,2,215,0,21037
3021,98.5,4,731,1,20877
3022,88,2,275,0,20854
3023,81,4,38,0,20708
3024,686.84,35,78,0,21209
3025,298,2,846,0,21014
3026,52,1,627,0,8619
3027,125,1,259,0,20118
3028,39.5,2,415,0,21209
3029,48,2,229,0,8085
3030,388,6,91,0,18901
3031,89.5,4,30,0,20832
3032,435.7,10,395,0,18940
3033,79.95,2,237,0,20902
3034,176.9,4,47,1,20816
3035,281.95,7,168,0,21286
3036,399,10,430,0,19096
3037,34,1,661,1,21114
3038,63,2,672,1,20905
3039,54,2,4,0,19147
3040,78,1,411,0,20147
3041,674.1,20,4,1,22101
3042,282,10,77,1,22903
3043,1337,26,132,0,20111
3044,432.45,13,30,0,20850
3045,40,2,24,0,8077
3046,144.5,4,229,0,21234
3047,39.5,3,356,0,19087
3048,34,1,269,0,8002
3049,218,4,634,0,20904
3050,39.5,2,335,0,8302
3051,73,2,318,0,8724
3052,0,1,263,0,21158
3053,784.79,13,576,0,20016
3054,825.65,12,361,0,21131
3055,1210.5,22,537,0,7726
3056,390.4,16,108,0,22554
3057,44,1,515,0,22079
3058,782,8,27,0,21093
3059,171.95,6,610,0,21044
3060,801.6,23,271,0,22191
3061,527.9,22,61,1,22209
3062,296.95,8,95,0,8075
3063,223.45,4,259,0,20814
3064,402.95,7,382,0,8721
3065,64,2,923,1,20176
3066,111.5,5,405,0,20872
3067,226,4,592,0,20901
3068,93.5,2,298,0,8816
3069,1069.5,20,140,1,22312
3070,79,1,269,0,20194
3071,189,1,272,0,20164
3072,29,1,267,0,18966
3073,377.45,10,53,1,22301
3074,238.95,3,597,0,8108
3075,519.9,11,84,0,8046
3076,1054.5,30,87,1,20110
3077,69,2,269,0,23113
3078,944.4,20,1,1,21212
3079,14.95,1,346,0,22192
3080,69,1,827,0,20882
3081,367,11,180,1,20151
3082,307.9,7,266,0,20852
3083,52.25,2,624,0,20007
3084,665.35,22,13,0,21015
3085,129.5,4,34,1,22205
3086,49.5,1,652,0,8008
3087,229.55,10,264,0,20171
3088,268,2,317,0,21157
3089,29,1,33,1,8028
3090,246.35,8,270,0,8003
3091,1007.39,26,27,1,20191
3092,627.9,19,262,0,20906
3093,49.95,3,605,0,21114
3094,217.3,8,445,0,22101
3095,533,13,6,0,21204
3096,212,6,26,0,18901
3097,135,2,607,0,22032
3098,59,3,181,0,8033
3099,30,1,751,0,20112
3100,189,1,908,0,20724
3101,151,6,32,0,23185
3102,29.5,1,916,0,19002
3103,1579.05,42,63,1,19083
3104,356.25,9,685,1,20191
3105,573.5,12,201,0,22315
3106,214.5,7,242,0,21207
3107,156,4,307,0,20815
3108,593.35,20,90,0,22030
3109,337.94,11,355,1,8724
3110,39.5,1,728,0,21212
3111,236.75,9,249,0,21014
3112,246.9,9,31,0,22015
3113,30,1,83,0,21230
3114,258.75,8,225,1,21701
3115,48,3,34,0,19002
3116,1772.95,40,16,1,22207
3117,299.5,7,271,1,8360
3118,165,3,291,0,22003
3119,144.95,4,159,1,8107
3120,1114.35,21,40,0,8724
3121,356.5,3,247,0,8081
3122,1100.9,19,112,0,20850
3123,99,2,36,0,20910
3124,29.9,2,794,0,8534
3125,69.5,2,641,0,20169
3126,2376.25,49,22,1,18901
3127,59,1,216,0,22315
3128,263,6,352,0,8012
3129,788,20,233,0,20170
3130,39,1,261,1,22150
3131,95.5,2,649,0,8540
3132,316.5,6,271,0,20904
3133,187.5,6,524,0,7726
3134,56,1,13,0,22602
3135,777,5,127,0,20815
3136,3437.9,45,156,0,19087
3137,24,1,262,0,22003
3138,564,8,187,0,8724
3139,39.5,2,399,0,8690
3140,225,6,707,0,20176
3141,211,8,3,0,23229
3142,1035.9,25,162,0,22602
